policy,Q,mean_carry_annual_pct,asset
B1_Industry,1000000.0,14.421170395856024,BTC
B1_Industry,1239091.7011134508,14.431303939099692,BTC
B1_Industry,1535348.2437682257,14.438983204796067,BTC
B1_Industry,1902437.26717232,14.444521404874793,BTC
B1_Industry,2357294.2296421793,14.448119775396556,BTC
B1_Industry,2920903.71703225,14.449872618326978,BTC
B1_Industry,3619267.5555260926,14.449766046534544,BTC
B1_Industry,4484604.392161547,14.447669935907262,BTC
B1_Industry,5556836.085104305,14.44332213425693,BTC
B1_Industry,6885429.477500502,14.436303433345028,BTC
B1_Industry,8531678.524172796,14.426001138305582,BTC
B1_Industry,10571532.05587039,14.411558217727869,BTC
B1_Industry,13099097.638483817,14.391803923032056,BTC
B1_Industry,16230983.1759201,14.365160343455361,BTC
B1_Industry,20111676.55419464,14.32951750299101,BTC
B1_Industry,24920211.51378054,14.282067163565772,BTC
B1_Industry,30878427.27671734,14.219082284490206,BTC
B1_Industry,38261202.98201567,14.135624851137782,BTC
B1_Industry,47409139.08963284,14.025159195192764,BTC
B1_Industry,58744270.802897476,13.879040548030273,BTC
B1_Industry,72789538.43983147,13.685838821209988,BTC
B1_Industry,90192913.0086737,13.430444731947459,BTC
B1_Industry,111757290.00829521,13.092888380422332,BTC
B1_Industry,138477530.58820778,12.646777910260273,BTC
B1_Industry,171586358.94253233,12.0572361866398,BTC
B1_Industry,212611233.38996556,11.27817418683684,BTC
B1_Industry,263444814.85700136,10.2486879482261,BTC
B1_Industry,326432283.79067993,8.888297405612947,BTC
B1_Industry,404479533.8205424,7.090654917429097,BTC
B1_Industry,501187233.6272715,4.715231651623314,BTC
B2_Conservative,1000000.0,9.925484211347548,BTC
B2_Conservative,1239091.7011134508,9.926053607689097,BTC
B2_Conservative,1535348.2437682257,9.926291999975756,BTC
B2_Conservative,1902437.26717232,9.92619218494987,BTC
B2_Conservative,2357294.2296421793,9.925725506410895,BTC
B2_Conservative,2920903.71703225,9.92483865300692,BTC
B2_Conservative,3619267.5555260926,9.923448714286222,BTC
B2_Conservative,4484604.392161547,9.921436072704045,BTC
B2_Conservative,5556836.085104305,9.918634547020744,BTC
B2_Conservative,6885429.477500502,9.914817993237705,BTC
B2_Conservative,8531678.524172796,9.90968229679285,BTC
B2_Conservative,10571532.05587039,9.902821333089936,BTC
B2_Conservative,13099097.638483817,9.893695004852388,BTC
B2_Conservative,16230983.1759201,9.88158684777743,BTC
B2_Conservative,20111676.55419464,9.86554788239502,BTC
B2_Conservative,24920211.51378054,9.844322316397042,BTC
B2_Conservative,30878427.27671734,9.816249284136386,BTC
B2_Conservative,38261202.98201567,9.77913293774454,BTC
B2_Conservative,47409139.08963284,9.730070731066384,BTC
B2_Conservative,58744270.802897476,9.665226470056888,BTC
B2_Conservative,72789538.43983147,9.579530386021263,BTC
B2_Conservative,90192913.0086737,9.46628278363677,BTC
B2_Conservative,111757290.00829521,9.316630278155355,BTC
B2_Conservative,138477530.58820778,9.118873676332726,BTC
B2_Conservative,171586358.94253233,8.857553394878487,BTC
B2_Conservative,212611233.38996556,8.512240919764903,BTC
B2_Conservative,263444814.85700136,8.055941830105324,BTC
B2_Conservative,326432283.79067993,7.452985545130895,BTC
B2_Conservative,404479533.8205424,6.656236828312117,BTC
B2_Conservative,501187233.6272715,5.603411062229914,BTC
B3_Aggressive,1000000.0,16.443321152555185,BTC
B3_Aggressive,1239091.7011134508,16.490213392574532,BTC
B3_Aggressive,1535348.2437682257,16.527388612867476,BTC
B3_Aggressive,1902437.26717232,16.556506822545433,BTC
B3_Aggressive,2357294.2296421793,16.578838631671026,BTC
B3_Aggressive,2920903.71703225,16.595318183605055,BTC
B3_Aggressive,3619267.5555260926,16.606578736970608,BTC
B3_Aggressive,4484604.392161547,16.61297195137563,BTC
B3_Aggressive,5556836.085104305,16.614570990421548,BTC
B3_Aggressive,6885429.477500502,16.61115655947062,BTC
B3_Aggressive,8531678.524172796,16.602183878693697,BTC
B3_Aggressive,10571532.05587039,16.586727276772855,BTC
B3_Aggressive,13099097.638483817,16.56339748256368,BTC
B3_Aggressive,16230983.1759201,16.530224671844426,BTC
B3_Aggressive,20111676.55419464,16.484497741335396,BTC
B3_Aggressive,24920211.51378054,16.422546934635456,BTC
B3_Aggressive,30878427.27671734,16.339452576335677,BTC
B3_Aggressive,38261202.98201567,16.228656942607476,BTC
B3_Aggressive,47409139.08963284,16.08144876348465,BTC
B3_Aggressive,58744270.802897476,15.886279926780233,BTC
B3_Aggressive,72789538.43983147,15.627860861664697,BTC
B3_Aggressive,90192913.0086737,15.285963799114345,BTC
B3_Aggressive,111757290.00829521,14.833840286767465,BTC
B3_Aggressive,138477530.58820778,14.236129194074598,BTC
B3_Aggressive,171586358.94253233,13.446091624341289,BTC
B3_Aggressive,212611233.38996556,12.401956541027653,BTC
B3_Aggressive,263444814.85700136,11.022091404250808,BTC
B3_Aggressive,326432283.79067993,9.198620266217041,BTC
